TP_SUBSTANCIA,NU_LMR,DS_INGREDIENTE_ATIVO,ST_AUTORIZADO,NO_CULTURA,NO_UNIDADE_MEDIDA,DT_INICIO_VIGENCIA
quimico,0.05,flumioxazina,sim,nabo,miligrama/kilograma  ,03/28/2025 00:00:00
quimico,0.05,flumioxazina,sim,gengibre,miligrama/kilograma  ,07/30/2025 00:00:00
quimico,0.05,flumioxazina,sim,cana-de-açúcar,miligrama/kilograma  ,06/27/2007 00:00:00
quimico,0.01,flumioxazina,sim,triticale,miligrama/kilograma  ,03/28/2025 00:00:00
quimico,0.05,flumioxazina,sim,ervilha,miligrama/kilograma  ,03/28/2025 00:00:00
quimico,0.05,flumioxazina,sim,trigo mourisco,miligrama/kilograma  ,03/28/2025 00:00:00
quimico,0.07,fluxapiroxade,sim,inhame,miligrama/kilograma  ,08/26/2019 00:00:00
quimico,0.7,fluxapiroxade,sim,quiuí,miligrama/kilograma  ,08/26/2019 00:00:00
quimico,0.7,fluxapiroxade,sim,manga,miligrama/kilograma  ,08/26/2019 00:00:00
quimico,0.5,fluxapiroxade,sim,manga,miligrama/kilograma  ,09/24/2013 00:00:00
quimico,0.1,fluxapiroxade,sim,melão,miligrama/kilograma  ,05/13/2016 00:00:00
quimico,0.07,fluxapiroxade,sim,nabo,miligrama/kilograma  ,08/26/2019 00:00:00
quimico,0.7,fluxapiroxade,sim,romã,miligrama/kilograma  ,08/26/2019 00:00:00
quimico,3.0,fluxapiroxade,sim,sorgo,miligrama/kilograma  ,05/13/2016 00:00:00
quimico,0.03,fluxapiroxade,sim,couve,miligrama/kilograma  ,03/30/2022 00:00:00
quimico,0.03,fluxapiroxade,sim,couve-de-bruxelas,miligrama/kilograma  ,03/30/2022 00:00:00
quimico,0.03,fluxapiroxade,sim,couve-flor,miligrama/kilograma  ,03/30/2022 00:00:00
quimico,0.03,fluxapiroxade,sim,repolho,miligrama/kilograma  ,03/30/2022 00:00:00
quimico,1.5,fluxapiroxade,sim,pera,miligrama/kilograma  ,03/29/2021 00:00:00
quimico,7.0,fluxapiroxade,sim,alface,miligrama/kilograma  ,03/29/2021 00:00:00
quimico,0.5,fluxapiroxade,sim,berinjela,miligrama/kilograma  ,12/28/2022 00:00:00
quimico,0.08,fluxapiroxade,sim,amendoim,miligrama/kilograma  ,05/20/2024 00:00:00
quimico,0.03,fluxapiroxade,sim,alho,miligrama/kilograma  ,05/13/2016 00:00:00
quimico,0.7,fluxapiroxade,sim,anonáceas,miligrama/kilograma  ,08/26/2019 00:00:00
quimico,0.02,fluxapiroxade,sim,cenoura,miligrama/kilograma  ,09/24/2013 00:00:00
quimico,0.5,fluxapiroxade,sim,centeio,miligrama/kilograma  ,05/13/2016 00:00:00
quimico,0.2,fluxapiroxade,sim,citros,miligrama/kilograma  ,09/24/2013 00:00:00
quimico,0.5,fluxapiroxade,sim,maçã,miligrama/kilograma  ,09/24/2013 00:00:00
quimico,0.5,fluxapiroxade,sim,triticale,miligrama/kilograma  ,05/13/2016 00:00:00
quimico,1.5,fluxapiroxade,sim,pitanga,miligrama/kilograma  ,03/29/2021 00:00:00
quimico,0.07,fluxapiroxade,sim,soja,miligrama/kilograma  ,08/17/2022 00:00:00
quimico,0.2,fluxapiroxade,sim,chuchu,miligrama/kilograma  ,12/28/2022 00:00:00
quimico,0.5,fluxapiroxade,sim,pimentão,miligrama/kilograma  ,12/28/2022 00:00:00
quimico,0.7,fluxapiroxade,sim,guaraná,miligrama/kilograma  ,06/29/2023 00:00:00
quimico,1.0,flupiradifurone,sim,abóbora,miligrama/kilograma  ,05/04/2022 00:00:00
quimico,0.01,flupiradifurone,sim,aveia,miligrama/kilograma  ,05/04/2022 00:00:00
quimico,999.0,enxofre,sim,feijão,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,999.0,enxofre,sim,abobrinha,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,999.0,enxofre,sim,anonáceas,miligrama/kilograma  ,02/03/2020 00:00:00
quimico,999.0,enxofre,sim,mamão,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,999.0,enxofre,sim,citros,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,999.0,enxofre,sim,melão,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,999.0,enxofre,sim,guaraná,miligrama/kilograma  ,02/03/2020 00:00:00
quimico,999.0,enxofre,sim,dendê,miligrama/kilograma  ,02/03/2020 00:00:00
quimico,999.0,enxofre,sim,girassol,miligrama/kilograma  ,02/03/2020 00:00:00
quimico,999.0,enxofre,sim,nêspera,miligrama/kilograma  ,02/03/2020 00:00:00
quimico,999.0,enxofre,sim,pitanga,miligrama/kilograma  ,02/03/2020 00:00:00
quimico,999.0,enxofre,sim,pupunha,miligrama/kilograma  ,02/03/2020 00:00:00
quimico,999.0,enxofre,sim,batata,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,999.0,enxofre,sim,berinjela,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,999.0,enxofre,sim,maxixe,miligrama/kilograma  ,12/24/2015 00:00:00
quimico,999.0,enxofre,sim,abacaxi,miligrama/kilograma  ,02/03/2020 00:00:00
quimico,999.0,enxofre,sim,jiló,miligrama/kilograma  ,02/03/2020 00:00:00
quimico,999.0,enxofre,sim,cupuaçu,miligrama/kilograma  ,02/03/2020 00:00:00
quimico,999.0,enxofre,sim,trigo,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,3.0,etefom,sim,cana-de-açúcar (melaço),miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.1,etefom,sim,manga,miligrama/kilograma  ,03/12/2007 00:00:00
quimico,0.5,etefom,sim,abacaxi,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.15,etefom,sim,maçã,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,9.0,etefom,sim,figo,miligrama/kilograma  ,05/04/2022 00:00:00
quimico,2.0,etefom,sim,sorgo,miligrama/kilograma  ,11/01/2018 00:00:00
quimico,0.1,etefom,sim,uva,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.2,etefom,sim,arroz,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.5,etefom,sim,cana-de-açúcar (açúcar mascavo),miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.1,etefom,sim,feijão,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.1,etefom,sim,soja,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,3.0,etefom,sim,uva,miligrama/kilograma  ,11/03/2022 00:00:00
quimico,0.2,etefom,sim,algodão,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,3.0,espidoxamato,sim,soja,miligrama/kilograma  ,09/05/2024 00:00:00
quimico,0.05,espidoxamato,sim,algodão,miligrama/kilograma  ,08/09/2024 00:00:00
quimico,1.5,espidoxamato,sim,feijão,miligrama/kilograma  ,09/05/2024 00:00:00
quimico,0.15,espidoxamato,sim,tomate,miligrama/kilograma  ,09/05/2024 00:00:00
quimico,0.4,espidoxamato,sim,batata,miligrama/kilograma  ,09/05/2024 00:00:00
quimico,0.08,espidoxamato,sim,melancia,miligrama/kilograma  ,09/05/2024 00:00:00
quimico,1.5,espidoxamato,sim,ervilha,miligrama/kilograma  ,09/05/2024 00:00:00
quimico,1.5,espidoxamato,sim,grão-de-bico,miligrama/kilograma  ,09/05/2024 00:00:00
quimico,0.1,fenamifós,sim,tomate,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.05,fenamifós,sim,melão,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.1,fenamifós,sim,banana,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.1,fenamifós,sim,cacau,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.05,fenamifós,sim,algodão,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.1,fenamifós,sim,café,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.1,fenamifós,sim,batata,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.05,fenarimol,não,pepino,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.05,fenarimol,não,uva,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.05,fenarimol,não,maçã,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.05,fenarimol,não,melancia,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.05,fenarimol,não,melão,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.05,fenarimol,não,abóbora,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.05,fenarimol,não,soja,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.1,fenitrotiona,sim,algodão,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.05,fenitrotiona,sim,cebola,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,1.0,fenitrotiona,sim,milho,miligrama/kilograma  ,10/20/2008 00:00:00
quimico,0.1,fenitrotiona,sim,soja,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.5,fenitrotiona,sim,maçã,miligrama/kilograma  ,11/23/2004 00:00:00
quimico,1.0,fenitrotiona,sim,trigo,miligrama/kilograma  ,11/23/2004 00:00:00
quimico,0.05,fentiona,não,melão,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.05,fentiona,não,nêspera,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.05,fentiona,não,pepino,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.0,fentiona,não,pepino,miligrama/kilograma  ,07/22/2019 00:00:00
quimico,0.0,fentiona,não,noz-pecã,miligrama/kilograma  ,07/22/2019 00:00:00
quimico,0.05,fentiona,não,maracujá,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.05,flumioxazina,sim,gengibre,miligrama/kilograma  ,03/28/2025 00:00:00
quimico,0.05,flumioxazina,sim,batata-doce,miligrama/kilograma  ,07/30/2025 00:00:00
quimico,0.05,flumioxazina,sim,alho,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.01,flumioxazina,sim,aveia,miligrama/kilograma  ,03/28/2025 00:00:00
quimico,0.05,flumioxazina,sim,lentilha,miligrama/kilograma  ,03/28/2025 00:00:00
quimico,0.05,flumioxazina,sim,beterraba,miligrama/kilograma  ,03/28/2025 00:00:00
quimico,0.05,flumioxazina,sim,cará,miligrama/kilograma  ,03/28/2025 00:00:00
quimico,0.05,flumioxazina,sim,inhame,miligrama/kilograma  ,03/28/2025 00:00:00
quimico,0.01,flumioxazina,sim,centeio,miligrama/kilograma  ,03/28/2025 00:00:00
quimico,0.05,flumioxazina,sim,mandioquinha-salsa / batata baroa,miligrama/kilograma  ,03/28/2025 00:00:00
quimico,0.05,flumioxazina,sim,algodão,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.05,flumioxazina,sim,café,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.05,flumioxazina,sim,cebola,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.05,flumioxazina,sim,feijão,miligrama/kilograma  ,07/04/2016 00:00:00
quimico,0.05,flumioxazina,sim,milho,miligrama/kilograma  ,01/20/2005 00:00:00
quimico,0.05,fluazinam,sim,alho,miligrama/kilograma  ,06/05/2017 00:00:00
quimico,2.0,fluazinam,sim,ameixa,miligrama/kilograma  ,06/05/2017 00:00:00
quimico,2.0,fluazinam,sim,azeitona,miligrama/kilograma  ,05/07/2018 00:00:00
quimico,0.15,fluazinam,sim,cebola,miligrama/kilograma  ,05/06/2020 00:00:00
quimico,0.1,fluazinam,sim,ervilha,miligrama/kilograma  ,05/10/2021 00:00:00
quimico,2.0,fluazinam,sim,acelga,miligrama/kilograma  ,10/04/2019 00:00:00
quimico,0.07,fluazinam,sim,berinjela,miligrama/kilograma  ,07/04/2016 00:00:00
quimico,0.01,fluazinam,sim,canola,miligrama/kilograma  ,06/05/2017 00:00:00
quimico,0.01,fluazinam,sim,cenoura,miligrama/kilograma  ,07/04/2016 00:00:00
quimico,2.0,fluazinam,sim,espinafre,miligrama/kilograma  ,10/04/2019 00:00:00
quimico,0.01,fluazinam,sim,girassol,miligrama/kilograma  ,04/24/2017 00:00:00
quimico,0.01,fluazinam,sim,lentilha,miligrama/kilograma  ,05/07/2018 00:00:00
quimico,0.01,fluazinam,sim,pastagem,miligrama/kilograma  ,04/24/2017 00:00:00
quimico,2.0,fluazinam,sim,rúcula,miligrama/kilograma  ,10/04/2019 00:00:00
quimico,0.2,fluensulfona,sim,soja,miligrama/kilograma  ,12/18/2017 00:00:00
quimico,0.02,fluensulfona,sim,banana,miligrama/kilograma  ,03/30/2022 00:00:00
quimico,0.2,fluensulfona,sim,algodão,miligrama/kilograma  ,12/18/2017 00:00:00
quimico,0.2,fluensulfona,sim,batata,miligrama/kilograma  ,12/18/2017 00:00:00
quimico,0.05,fluensulfona,sim,alho,miligrama/kilograma  ,12/18/2019 00:00:00
quimico,0.01,florpirauxifeno benzílico,sim,soja,miligrama/kilograma  ,06/22/2020 00:00:00
quimico,0.02,florpirauxifeno benzílico,sim,cana-de-açúcar,miligrama/kilograma  ,03/30/2022 00:00:00
quimico,0.01,florpirauxifeno benzílico,sim,milho,miligrama/kilograma  ,06/22/2020 00:00:00
quimico,0.01,florpirauxifeno benzílico,sim,arroz,miligrama/kilograma  ,05/28/2019 00:00:00
quimico,0.4,fluopiram,sim,algodão,miligrama/kilograma  ,10/05/2022 00:00:00
quimico,0.01,fluopiram,sim,goiaba,miligrama/kilograma  ,11/03/2022 00:00:00
quimico,0.01,fluopiram,sim,sorgo,miligrama/kilograma  ,11/03/2022 00:00:00
quimico,0.06,fluopiram,sim,rabanete,miligrama/kilograma  ,11/03/2022 00:00:00
quimico,0.15,fluopiram,sim,feijão,miligrama/kilograma  ,10/05/2022 00:00:00
quimico,0.01,fluopiram,sim,carambola,miligrama/kilograma  ,11/03/2022 00:00:00
quimico,0.01,fluopiram,sim,milheto,miligrama/kilograma  ,11/03/2022 00:00:00
quimico,0.06,fluopiram,sim,inhame,miligrama/kilograma  ,11/03/2022 00:00:00
quimico,0.06,fluopiram,sim,nabo,miligrama/kilograma  ,11/03/2022 00:00:00
quimico,0.15,fluopiram,sim,ervilha,miligrama/kilograma  ,12/23/2024 00:00:00
quimico,0.15,fluopiram,sim,feijões,miligrama/kilograma  ,12/23/2024 00:00:00
quimico,0.1,fluopiram,sim,batata,miligrama/kilograma  ,08/05/2019 00:00:00
quimico,0.2,fluopiram,sim,soja,miligrama/kilograma  ,08/05/2019 00:00:00
quimico,0.3,fluopiram,sim,citros,miligrama/kilograma  ,11/03/2022 00:00:00
quimico,0.01,fluopiram,sim,caqui,miligrama/kilograma  ,11/03/2022 00:00:00
quimico,0.3,fluopiram,sim,melancia,miligrama/kilograma  ,11/03/2022 00:00:00
quimico,0.15,fluopiram,sim,grão-de-bico,miligrama/kilograma  ,12/23/2024 00:00:00
quimico,0.01,fluopiram,sim,banana,miligrama/kilograma  ,11/03/2022 00:00:00
quimico,0.06,fluopiram,sim,cenoura,miligrama/kilograma  ,11/03/2022 00:00:00
quimico,0.01,fluopiram,sim,caju,miligrama/kilograma  ,11/03/2022 00:00:00
quimico,0.1,etefom,sim,batata,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,1.0,etefom,sim,café,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,7.0,etefom,sim,tomate,miligrama/kilograma  ,05/04/2022 00:00:00
quimico,0.5,etefom,sim,cana-de-açúcar,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.2,etefom,sim,cana-de-açúcar (bagaço),miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.0,etoprofós,não,batata,miligrama/kilograma  ,08/17/2022 00:00:00
quimico,0.0,etiona,não,abacaxi,miligrama/kilograma  ,07/22/2019 00:00:00
quimico,2.0,etiona,não,citros,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,2.0,etiona,não,melão,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,2.0,etiona,não,tomate,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.0,etiona,não,citros,miligrama/kilograma  ,07/22/2019 00:00:00
quimico,0.0,etiona,não,berinjela,miligrama/kilograma  ,07/22/2019 00:00:00
quimico,2.0,etiona,não,melancia,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.0,etiona,não,café,miligrama/kilograma  ,07/22/2019 00:00:00
quimico,0.0,etiona,não,melancia,miligrama/kilograma  ,07/22/2019 00:00:00
quimico,2.0,etiona,não,maçã,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,2.0,etiona,não,pera,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.0,etiona,não,pimentão,miligrama/kilograma  ,07/22/2019 00:00:00
quimico,0.05,etiona,não,café,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.0,fentiona,não,marmelo,miligrama/kilograma  ,07/22/2019 00:00:00
quimico,0.0,fentiona,não,nêspera,miligrama/kilograma  ,07/22/2019 00:00:00
quimico,0.0,fentiona,não,café,miligrama/kilograma  ,07/22/2019 00:00:00
quimico,0.05,fentiona,não,caqui,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.0,fentiona,não,caqui,miligrama/kilograma  ,07/22/2019 00:00:00
quimico,0.05,fentiona,não,melancia,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.0,fentiona,não,abóbora,miligrama/kilograma  ,07/22/2019 00:00:00
quimico,0.1,fentiona,não,café,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.5,fentiona,não,citros,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.0,fentiona,não,goiaba,miligrama/kilograma  ,07/22/2019 00:00:00
quimico,1.0,fentiona,não,maçã,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.05,fentiona,não,marmelo,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.0,fentiona,não,melancia,miligrama/kilograma  ,07/22/2019 00:00:00
quimico,0.0,fentiona,não,pera,miligrama/kilograma  ,07/22/2019 00:00:00
quimico,0.0,fentiona,não,uva,miligrama/kilograma  ,07/22/2019 00:00:00
quimico,15.0,folpete,sim,uva,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,2.0,folpete,sim,pêssego,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,5.0,folpete,sim,uva,miligrama/kilograma  ,05/06/2020 00:00:00
quimico,10.0,folpete,sim,maçã,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,2.0,folpete,sim,cebola,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.01,fluazinam,sim,triticale,miligrama/kilograma  ,04/24/2017 00:00:00
quimico,0.1,fluazinam,sim,feijão-caupi,miligrama/kilograma  ,05/10/2021 00:00:00
quimico,0.02,fluazinam,sim,algodão,miligrama/kilograma  ,04/29/2014 00:00:00
quimico,0.01,fluazinam,sim,amendoim,miligrama/kilograma  ,05/07/2018 00:00:00
quimico,0.01,fluazinam,sim,cevada,miligrama/kilograma  ,04/24/2017 00:00:00
quimico,0.1,fluazinam,sim,feijão,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.05,fluazinam,sim,feijão-caupi,miligrama/kilograma  ,07/04/2016 00:00:00
quimico,2.0,fluazinam,sim,mirtilo,miligrama/kilograma  ,05/07/2018 00:00:00
quimico,2.0,fluazinam,sim,nectarina,miligrama/kilograma  ,06/05/2017 00:00:00
quimico,2.0,fluazinam,sim,pitanga,miligrama/kilograma  ,10/04/2019 00:00:00
quimico,0.01,fluazinam,sim,uva,miligrama/kilograma  ,03/28/2025 00:00:00
quimico,0.05,fluazinam,sim,ervilha,miligrama/kilograma  ,04/24/2017 00:00:00
quimico,2.0,fluazinam,sim,estévia,miligrama/kilograma  ,10/04/2019 00:00:00
quimico,2.0,fluazinam,sim,mostarda,miligrama/kilograma  ,10/04/2019 00:00:00
quimico,2.0,fluazinam,sim,pêssego,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,2.0,fluazinam,sim,amora,miligrama/kilograma  ,10/04/2019 00:00:00
quimico,0.05,fluazinam,sim,chalota,miligrama/kilograma  ,06/12/2017 00:00:00
quimico,0.01,fluazinam,sim,grão-de-bico,miligrama/kilograma  ,05/07/2018 00:00:00
quimico,2.0,fluazinam,sim,marmelo,miligrama/kilograma  ,06/05/2017 00:00:00
quimico,2.0,fluazinam,sim,pera,miligrama/kilograma  ,06/05/2017 00:00:00
quimico,0.01,fluazinam,sim,sorgo,miligrama/kilograma  ,04/24/2017 00:00:00
quimico,1.0,fluazinam,sim,tomate,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.1,fluazinam,sim,feijão,miligrama/kilograma  ,09/08/2020 00:00:00
quimico,0.1,fluazinam,sim,grão-de-bico,miligrama/kilograma  ,05/10/2021 00:00:00
quimico,2.0,fluazinam,sim,acerola,miligrama/kilograma  ,05/07/2018 00:00:00
quimico,2.0,fluazinam,sim,alface,miligrama/kilograma  ,10/04/2019 00:00:00
quimico,0.05,fluazinam,sim,cebola,miligrama/kilograma  ,04/29/2014 00:00:00
quimico,2.0,fluazinam,sim,chicória,miligrama/kilograma  ,10/04/2019 00:00:00
quimico,0.01,fluazinam,sim,milho,miligrama/kilograma  ,07/04/2016 00:00:00
quimico,0.03,fluxapiroxade,sim,chalota,miligrama/kilograma  ,05/23/2016 00:00:00
quimico,0.5,fluxapiroxade,sim,maracujá,miligrama/kilograma  ,05/13/2016 00:00:00
quimico,0.1,fluxapiroxade,sim,melancia,miligrama/kilograma  ,05/13/2016 00:00:00
quimico,0.05,fluxapiroxade,sim,milho,miligrama/kilograma  ,09/24/2013 00:00:00
quimico,0.1,fluxapiroxade,sim,pupunha,miligrama/kilograma  ,05/13/2016 00:00:00
quimico,0.05,fluxapiroxade,sim,soja,miligrama/kilograma  ,09/24/2013 00:00:00
quimico,0.3,fluxapiroxade,sim,pinhão,miligrama/kilograma  ,08/26/2019 00:00:00
quimico,1.5,fluxapiroxade,sim,seriguela,miligrama/kilograma  ,03/29/2021 00:00:00
quimico,0.06,fluxapiroxade,sim,feijão-caupi,miligrama/kilograma  ,03/30/2022 00:00:00
quimico,0.06,fluxapiroxade,sim,lentilha,miligrama/kilograma  ,03/30/2022 00:00:00
quimico,0.4,fluxapiroxade,sim,tomate,miligrama/kilograma  ,03/30/2022 00:00:00
quimico,1.5,fluxapiroxade,sim,nectarina,miligrama/kilograma  ,03/29/2021 00:00:00
quimico,7.0,fluxapiroxade,sim,almeirão,miligrama/kilograma  ,03/29/2021 00:00:00
quimico,7.0,fluxapiroxade,sim,rúcula,miligrama/kilograma  ,03/29/2021 00:00:00
quimico,0.2,fluxapiroxade,sim,café,miligrama/kilograma  ,08/15/2016 00:00:00
quimico,0.2,fluxapiroxade,sim,maxixe,miligrama/kilograma  ,12/28/2022 00:00:00
quimico,0.7,fluxapiroxade,sim,abacaxi,miligrama/kilograma  ,08/26/2019 00:00:00
quimico,0.03,fluxapiroxade,sim,amendoim,miligrama/kilograma  ,08/26/2019 00:00:00
quimico,0.07,fluxapiroxade,sim,cará,miligrama/kilograma  ,08/26/2019 00:00:00
quimico,0.03,fluxapiroxade,sim,cebola,miligrama/kilograma  ,05/13/2016 00:00:00
quimico,0.5,fluxapiroxade,sim,cevada,miligrama/kilograma  ,05/13/2016 00:00:00
quimico,0.1,fluxapiroxade,sim,coco,miligrama/kilograma  ,05/13/2016 00:00:00
quimico,0.2,fluxapiroxade,sim,linhaça,miligrama/kilograma  ,05/13/2016 00:00:00
quimico,0.1,fluxapiroxade,sim,macadâmia,miligrama/kilograma  ,05/13/2016 00:00:00
quimico,0.5,fluxapiroxade,sim,mamão,miligrama/kilograma  ,05/13/2016 00:00:00
quimico,0.07,fluxapiroxade,sim,mandioca,miligrama/kilograma  ,08/26/2019 00:00:00
quimico,0.05,fluxapiroxade,sim,milheto,miligrama/kilograma  ,05/13/2016 00:00:00
quimico,0.5,fluxapiroxade,sim,trigo,miligrama/kilograma  ,09/24/2013 00:00:00
quimico,1.5,fluxapiroxade,sim,azeitona,miligrama/kilograma  ,03/29/2021 00:00:00
quimico,1.5,fluxapiroxade,sim,marmelo,miligrama/kilograma  ,03/29/2021 00:00:00
quimico,0.05,esfenvalerato,sim,algodão,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.01,esfenvalerato,sim,batata,miligrama/kilograma  ,08/11/2008 00:00:00
quimico,0.05,esfenvalerato,sim,café,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.05,esfenvalerato,sim,citros,miligrama/kilograma  ,08/11/2008 00:00:00
quimico,0.05,esfenvalerato,sim,soja,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,4.0,etofenproxi,sim,acelga,miligrama/kilograma  ,11/01/2018 00:00:00
quimico,0.02,etofenproxi,sim,alho,miligrama/kilograma  ,11/01/2018 00:00:00
quimico,0.02,etofenproxi,sim,couve,miligrama/kilograma  ,03/13/2017 00:00:00
quimico,0.3,etofenproxi,sim,dendê,miligrama/kilograma  ,07/04/2016 00:00:00
quimico,0.7,etofenproxi,sim,jiló,miligrama/kilograma  ,08/05/2019 00:00:00
quimico,0.5,etofenproxi,sim,maçã,miligrama/kilograma  ,02/11/2011 00:00:00
quimico,0.01,etofenproxi,sim,mandioca,miligrama/kilograma  ,05/28/2019 00:00:00
quimico,0.7,etofenproxi,sim,quiabo,miligrama/kilograma  ,08/05/2019 00:00:00
quimico,4.0,etofenproxi,sim,alface,miligrama/kilograma  ,01/08/2018 00:00:00
quimico,0.05,etofenproxi,sim,algodão,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,3.0,etofenproxi,sim,arroz,miligrama/kilograma  ,02/11/2011 00:00:00
quimico,0.02,etofenproxi,sim,brócolis,miligrama/kilograma  ,03/13/2017 00:00:00
quimico,0.01,etofenproxi,sim,cenoura,miligrama/kilograma  ,05/28/2019 00:00:00
quimico,4.0,etofenproxi,sim,chicória,miligrama/kilograma  ,11/01/2018 00:00:00
quimico,0.02,etofenproxi,sim,couve-flor,miligrama/kilograma  ,03/13/2017 00:00:00
quimico,0.3,etofenproxi,sim,mamão,miligrama/kilograma  ,08/05/2019 00:00:00
quimico,0.3,etofenproxi,sim,marmelo,miligrama/kilograma  ,11/01/2018 00:00:00
quimico,0.1,etofenproxi,sim,melão,miligrama/kilograma  ,02/11/2011 00:00:00
quimico,0.05,etofenproxi,sim,milho,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.3,etofenproxi,sim,nêspera,miligrama/kilograma  ,11/01/2018 00:00:00
quimico,0.3,etofenproxi,sim,pera,miligrama/kilograma  ,11/01/2018 00:00:00
quimico,4.0,etofenproxi,sim,rúcula,miligrama/kilograma  ,11/01/2018 00:00:00
quimico,1.0,etofenproxi,sim,soja,miligrama/kilograma  ,12/07/2004 00:00:00
quimico,2.0,etofenproxi,sim,uva,miligrama/kilograma  ,11/01/2018 00:00:00
quimico,0.01,etofenproxi,sim,beterraba,miligrama/kilograma  ,05/28/2019 00:00:00
quimico,2.0,folpete,sim,pepino,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,10.0,folpete,sim,citros,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,2.0,folpete,sim,melancia,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,2.0,folpete,sim,melão,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.05,fosetil-al,sim,maçã,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.5,fosetil-al,sim,citros,miligrama/kilograma  ,07/04/2016 00:00:00
quimico,6.0,fosetil-al,sim,uva,miligrama/kilograma  ,07/04/2016 00:00:00
quimico,0.2,fosetil-al,sim,abacaxi,miligrama/kilograma  ,07/04/2016 00:00:00
quimico,0.05,fosetil-al,sim,café,miligrama/kilograma  ,09/02/2003 00:00:00
