NO_SUBSTANCIA;TP_SUBSTANCIA;NU_LMR;CO_MONOGRAFIA;DS_INGREDIENTE_ATIVO;NU_CAS;ST_AUTORIZADO;NO_CULTURA;TIPO_LIMITE;NO_VALOR_REFERENCIA;NO_UNIDADE_MEDIDA;DS_ATO_LEGAL;DT_INICIO_VIGENCIA;DT_FIM_VIGENCIA;DT_ATUALIZACAO
"CLORFENAPIR";"Quimico";0.0500000000;"C40";"CLORFENAPIR";"122453730";"SIM";"Milheto";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA IN Nº 126, DE 25 DE MARÇO DE 2022";"03/30/2022 00:00:00";;"09/24/2025 00:00:00"
"CLORFENAPIR";"Quimico";0.2000000000;"C40";"CLORFENAPIR";"122453730";"SIM";"Feijão";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA  IN Nº 371, DE 5 DE JUNHO DE 2025";"06/09/2025 00:00:00";;"09/24/2025 00:00:00"
"CLORFENAPIR";"Quimico";0.1000000000;"C40";"CLORFENAPIR";"122453730";"SIM";"Mamão";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003";"09/02/2003 00:00:00";;"09/24/2025 00:00:00"
"CLORFENAPIR";"Quimico";0.0500000000;"C40";"CLORFENAPIR";"122453730";"SIM";"Melão";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003";"09/02/2003 00:00:00";;"09/24/2025 00:00:00"
"CLORFENAPIR";"Quimico";0.0500000000;"C40";"CLORFENAPIR";"122453730";"SIM";"Soja";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO - RE Nº 1.066, DE 08 DE ABRIL DE 2015";"04/09/2015 00:00:00";;"09/24/2025 00:00:00"
"CLORFENAPIR";"Quimico";0.0500000000;"C40";"CLORFENAPIR";"122453730";"SIM";"Sorgo";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA IN Nº 126, DE 25 DE MARÇO DE 2022";"03/30/2022 00:00:00";;"09/24/2025 00:00:00"
"CLORFENAPIR";"Quimico";0.4000000000;"C40";"CLORFENAPIR";"122453730";"SIM";"Jiló";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA  IN N° 214, DE 1° DE MARÇO DE 2023";"03/08/2023 00:00:00";;"09/24/2025 00:00:00"
"CLORFENAPIR";"Quimico";0.4000000000;"C40";"CLORFENAPIR";"122453730";"SIM";"Pimentão";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN Nº 203, DE 26 DE DEZEMBRO DE 2022";"12/28/2022 00:00:00";;"09/24/2025 00:00:00"
"CLORFENAPIR";"Quimico";0.2000000000;"C40";"CLORFENAPIR";"122453730";"SIM";"Amendoim";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA  IN Nº 371, DE 5 DE JUNHO DE 2025";"06/09/2025 00:00:00";;"09/24/2025 00:00:00"
"CLORFENAPIR";"Quimico";0.2000000000;"C40";"CLORFENAPIR";"122453730";"SIM";"Feijões";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA  IN Nº 371, DE 5 DE JUNHO DE 2025";"06/09/2025 00:00:00";;"09/24/2025 00:00:00"
"CLORFENAPIR";"Quimico";0.2000000000;"C40";"CLORFENAPIR";"122453730";"SIM";"Lentilha";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA  IN Nº 371, DE 5 DE JUNHO DE 2025";"06/09/2025 00:00:00";;"09/24/2025 00:00:00"
"CLORFENAPIR";"Quimico";2.0000000000;"C40";"CLORFENAPIR";"122453730";"SIM";"Acerola";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO  Nº 708, DE 28 DE FEVEREIRO DE 2013";"03/01/2013 00:00:00";;"09/24/2025 00:00:00"
"CLORFENAPIR";"Quimico";0.0500000000;"C40";"CLORFENAPIR";"122453730";"SIM";"Melancia";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003";"09/02/2003 00:00:00";;"09/24/2025 00:00:00"
"CLORFENAPIR";"Quimico";1.5000000000;"C40";"CLORFENAPIR";"122453730";"SIM";"Tomate";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA  IN N° 214, DE 1° DE MARÇO DE 2023";"03/08/2023 00:00:00";;"09/24/2025 00:00:00"
"CLORFENAPIR";"Quimico";0.4000000000;"C40";"CLORFENAPIR";"122453730";"SIM";"Quiabo";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA  IN N° 214, DE 1° DE MARÇO DE 2023";"03/08/2023 00:00:00";;"09/24/2025 00:00:00"
"CLORFENAPIR";"Quimico";0.2000000000;"C40";"CLORFENAPIR";"122453730";"SIM";"Ervilha";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA  IN Nº 371, DE 5 DE JUNHO DE 2025";"06/09/2025 00:00:00";;"09/24/2025 00:00:00"
"CLORFENAPIR";"Quimico";2.0000000000;"C40";"CLORFENAPIR";"122453730";"SIM";"Amora";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO  Nº 708, DE 28 DE FEVEREIRO DE 2013";"03/01/2013 00:00:00";;"09/24/2025 00:00:00"
"CLORFENAPIR";"Quimico";0.0500000000;"C40";"CLORFENAPIR";"122453730";"SIM";"Batata";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003";"09/02/2003 00:00:00";;"09/24/2025 00:00:00"
"CIPRODINIL";"Quimico";20.0000000000;"C47";"CIPRODINIL";"121552612";"SIM";"Caqui";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN Nº 185, DE 28 DE SETEMBRO DE 2022";"10/05/2022 00:00:00";;"09/24/2025 00:00:00"
"CIPRODINIL";"Quimico";20.0000000000;"C47";"CIPRODINIL";"121552612";"SIM";"Uva";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN Nº 185, DE 28 DE SETEMBRO DE 2022";"10/05/2022 00:00:00";;"09/24/2025 00:00:00"
"CIPRODINIL";"Quimico";1.0000000000;"C47";"CIPRODINIL";"121552612";"SIM";"Marmelo";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN Nº 185, DE 28 DE SETEMBRO DE 2022";"10/05/2022 00:00:00";;"09/24/2025 00:00:00"
"CIPRODINIL";"Quimico";0.2000000000;"C47";"CIPRODINIL";"121552612";"SIM";"Girassol";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO - RE N° 2.478, DE 09 DE JULHO DE 2014";"07/11/2014 00:00:00";;"09/24/2025 00:00:00"
"CIPRODINIL";"Quimico";1.0000000000;"C47";"CIPRODINIL";"121552612";"SIM";"Maçã";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003";"09/02/2003 00:00:00";;"09/24/2025 00:00:00"
"CIPRODINIL";"Quimico";0.5000000000;"C47";"CIPRODINIL";"121552612";"SIM";"Mamão";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO - RE Nº 636, DE 09 DE MARÇO DE 2007";"03/12/2007 00:00:00";"08/16/2022 00:00:00";"09/24/2025 00:00:00"
"CIPRODINIL";"Quimico";0.1000000000;"C47";"CIPRODINIL";"121552612";"SIM";"Soja";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO - RE N° 2.478, DE 09 DE JULHO DE 2014";"07/11/2014 00:00:00";;"09/24/2025 00:00:00"
"CIPRODINIL";"Quimico";1.5000000000;"C47";"CIPRODINIL";"121552612";"SIM";"Guaraná";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN Nº 167, DE 12 DE AGOSTO DE 2022";"08/17/2022 00:00:00";;"09/24/2025 00:00:00"
"CIPRODINIL";"Quimico";4.0000000000;"C47";"CIPRODINIL";"121552612";"SIM";"Mirtilo";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN Nº 167, DE 12 DE AGOSTO DE 2022";"08/17/2022 00:00:00";;"09/24/2025 00:00:00"
"CIPRODINIL";"Quimico";0.3000000000;"C47";"CIPRODINIL";"121552612";"SIM";"Maxixe";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN Nº 167, DE 12 DE AGOSTO DE 2022";"08/17/2022 00:00:00";;"09/24/2025 00:00:00"
"CIPRODINIL";"Quimico";0.3000000000;"C47";"CIPRODINIL";"121552612";"SIM";"Pepino";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN Nº 167, DE 12 DE AGOSTO DE 2022";"08/17/2022 00:00:00";;"09/24/2025 00:00:00"
"CIPRODINIL";"Quimico";0.0100000000;"C47";"CIPRODINIL";"121552612";"SIM";"Couve-chinesa";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN Nº 185, DE 28 DE SETEMBRO DE 2022";"10/05/2022 00:00:00";;"09/24/2025 00:00:00"
"CIPRODINIL";"Quimico";0.0100000000;"C47";"CIPRODINIL";"121552612";"SIM";"Couve-Flor";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN Nº 185, DE 28 DE SETEMBRO DE 2022";"10/05/2022 00:00:00";;"09/24/2025 00:00:00"
"CIPRODINIL";"Quimico";20.0000000000;"C47";"CIPRODINIL";"121552612";"SIM";"Figo";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN Nº 185, DE 28 DE SETEMBRO DE 2022";"10/05/2022 00:00:00";;"09/24/2025 00:00:00"
"CIPRODINIL";"Quimico";0.3000000000;"C47";"CIPRODINIL";"121552612";"SIM";"Ervilha";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN Nº 185, DE 28 DE SETEMBRO DE 2022";"10/05/2022 00:00:00";;"09/24/2025 00:00:00"
"CIPRODINIL";"Quimico";0.3000000000;"C47";"CIPRODINIL";"121552612";"SIM";"Feijões";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA  IN Nº 185, DE 28 DE SETEMBRO DE 2022  ANVISA";"10/05/2022 00:00:00";;"09/24/2025 00:00:00"
"CIPRODINIL";"Quimico";0.2000000000;"C47";"CIPRODINIL";"121552612";"SIM";"Canola";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN Nº 185, DE 28 DE SETEMBRO DE 2022";"10/05/2022 00:00:00";;"09/24/2025 00:00:00"
"CIPRODINIL";"Quimico";0.1000000000;"C47";"CIPRODINIL";"121552612";"SIM";"Batata";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO - RE Nº 636, DE 09 DE MARÇO DE 2007";"03/12/2007 00:00:00";;"09/24/2025 00:00:00"
"CIPRODINIL";"Quimico";0.0100000000;"C47";"CIPRODINIL";"121552612";"SIM";"Brócolis";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN Nº 185, DE 28 DE SETEMBRO DE 2022";"10/05/2022 00:00:00";;"09/24/2025 00:00:00"
"CIPRODINIL";"Quimico";1.5000000000;"C47";"CIPRODINIL";"121552612";"SIM";"Maracujá";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN Nº 167, DE 12 DE AGOSTO DE 2022";"08/17/2022 00:00:00";;"09/24/2025 00:00:00"
"CIPRODINIL";"Quimico";0.9000000000;"C47";"CIPRODINIL";"121552612";"SIM";"Berinjela";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN Nº 167, DE 12 DE AGOSTO DE 2022";"08/17/2022 00:00:00";;"09/24/2025 00:00:00"
"CIPRODINIL";"Quimico";20.0000000000;"C47";"CIPRODINIL";"121552612";"SIM";"Caju";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN Nº 185, DE 28 DE SETEMBRO DE 2022";"10/05/2022 00:00:00";;"09/24/2025 00:00:00"
"CIPRODINIL";"Quimico";20.0000000000;"C47";"CIPRODINIL";"121552612";"SIM";"Goiaba";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN Nº 185, DE 28 DE SETEMBRO DE 2022";"10/05/2022 00:00:00";;"09/24/2025 00:00:00"
"CIPRODINIL";"Quimico";1.0000000000;"C47";"CIPRODINIL";"121552612";"SIM";"Nectarina";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN Nº 185, DE 28 DE SETEMBRO DE 2022";"10/05/2022 00:00:00";;"09/24/2025 00:00:00"
"CIPRODINIL";"Quimico";1.0000000000;"C47";"CIPRODINIL";"121552612";"SIM";"Nêspera";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN Nº 185, DE 28 DE SETEMBRO DE 2022";"10/05/2022 00:00:00";;"09/24/2025 00:00:00"
"CIPRODINIL";"Quimico";1.0000000000;"C47";"CIPRODINIL";"121552612";"SIM";"Pera";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN Nº 185, DE 28 DE SETEMBRO DE 2022";"10/05/2022 00:00:00";;"09/24/2025 00:00:00"
"CIPRODINIL";"Quimico";3.0000000000;"C47";"CIPRODINIL";"121552612";"SIM";"Chicória";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN Nº 185, DE 28 DE SETEMBRO DE 2022";"10/05/2022 00:00:00";;"09/24/2025 00:00:00"
"CIPRODINIL";"Quimico";5.0000000000;"C47";"CIPRODINIL";"121552612";"SIM";"Alho";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO- RE N° 2.364, DE 23 DE AGOSTO DE 2019";"08/26/2019 00:00:00";;"09/24/2025 00:00:00"
"CRESOXIM-METÍLICO";"Quimico";1.5000000000;"C56";"CRESOXIM-METÍLICO";"143390890";"SIM";"Seriguela";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO - RE Nº 1.380, DE 4 DE MAIO DE 2020";"05/06/2020 00:00:00";;"09/24/2025 00:00:00"
"CRESOXIM-METÍLICO";"Quimico";0.0100000000;"C56";"CRESOXIM-METÍLICO";"143390890";"SIM";"Cebola";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO - RE Nº 4.971, DE 30 DE DEZEMBRO DE 2014";"01/02/2015 00:00:00";;"09/24/2025 00:00:00"
"CRESOXIM-METÍLICO";"Quimico";0.2000000000;"C56";"CRESOXIM-METÍLICO";"143390890";"SIM";"Maçã";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003";"09/02/2003 00:00:00";;"09/24/2025 00:00:00"
"CRESOXIM-METÍLICO";"Quimico";0.0500000000;"C56";"CRESOXIM-METÍLICO";"143390890";"SIM";"Pimentão";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO - RE Nº 4.971, DE 30 DE DEZEMBRO DE 2014";"01/02/2015 00:00:00";;"09/24/2025 00:00:00"
"CRESOXIM-METÍLICO";"Quimico";0.0500000000;"C56";"CRESOXIM-METÍLICO";"143390890";"SIM";"Soja";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO - RE Nº 3.367, DE 07 DE AGOSTO DE 2009";"08/10/2009 00:00:00";;"09/24/2025 00:00:00"
"CRESOXIM-METÍLICO";"Quimico";0.5000000000;"C56";"CRESOXIM-METÍLICO";"143390890";"SIM";"Uva";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003";"09/02/2003 00:00:00";;"09/24/2025 00:00:00"
"CRESOXIM-METÍLICO";"Quimico";0.3000000000;"C56";"CRESOXIM-METÍLICO";"143390890";"SIM";"Abacaxi";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO - RE Nº 1.380, DE 4 DE MAIO DE 2020";"05/06/2020 00:00:00";;"09/24/2025 00:00:00"
"CRESOXIM-METÍLICO";"Quimico";1.5000000000;"C56";"CRESOXIM-METÍLICO";"143390890";"SIM";"Azeitona";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO - RE Nº 1.380, DE 4 DE MAIO DE 2020";"05/06/2020 00:00:00";;"09/24/2025 00:00:00"
"CRESOXIM-METÍLICO";"Quimico";0.3000000000;"C56";"CRESOXIM-METÍLICO";"143390890";"SIM";"Guaraná";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO - RE Nº 1.380, DE 4 DE MAIO DE 2020";"05/06/2020 00:00:00";;"09/24/2025 00:00:00"
"CRESOXIM-METÍLICO";"Quimico";0.2000000000;"C56";"CRESOXIM-METÍLICO";"143390890";"SIM";"Manga";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO - RE Nº 4.971, DE 30 DE DEZEMBRO DE 2014";"01/02/2015 00:00:00";"05/05/2020 00:00:00";"09/24/2025 00:00:00"
"CRESOXIM-METÍLICO";"Quimico";0.3000000000;"C56";"CRESOXIM-METÍLICO";"143390890";"SIM";"Anonáceas";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO - RE Nº 1.380, DE 4 DE MAIO DE 2020";"05/06/2020 00:00:00";;"09/24/2025 00:00:00"
"CRESOXIM-METÍLICO";"Quimico";0.0100000000;"C56";"CRESOXIM-METÍLICO";"143390890";"SIM";"Cará";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO - RE Nº 1.380, DE 4 DE MAIO DE 2020";"05/06/2020 00:00:00";;"09/24/2025 00:00:00"
"CRESOXIM-METÍLICO";"Quimico";0.0100000000;"C56";"CRESOXIM-METÍLICO";"143390890";"SIM";"Inhame";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO - RE Nº 1.380, DE 4 DE MAIO DE 2020";"05/06/2020 00:00:00";;"09/24/2025 00:00:00"
"CRESOXIM-METÍLICO";"Quimico";1.5000000000;"C56";"CRESOXIM-METÍLICO";"143390890";"SIM";"Mirtilo";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO - RE Nº 1.380, DE 4 DE MAIO DE 2020";"05/06/2020 00:00:00";;"09/24/2025 00:00:00"
"CRESOXIM-METÍLICO";"Quimico";0.0100000000;"C56";"CRESOXIM-METÍLICO";"143390890";"SIM";"Alho";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO - RE Nº 4.971, DE 30 DE DEZEMBRO DE 2014";"01/02/2015 00:00:00";;"09/24/2025 00:00:00"
"CRESOXIM-METÍLICO";"Quimico";0.0500000000;"C56";"CRESOXIM-METÍLICO";"143390890";"SIM";"Jiló";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO - RE Nº 4.971, DE 30 DE DEZEMBRO DE 2014";"01/02/2015 00:00:00";;"09/24/2025 00:00:00"
"CRESOXIM-METÍLICO";"Quimico";0.0100000000;"C56";"CRESOXIM-METÍLICO";"143390890";"SIM";"Batata yacon";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO - RE Nº 1.380, DE 4 DE MAIO DE 2020";"05/06/2020 00:00:00";;"09/24/2025 00:00:00"
"CRESOXIM-METÍLICO";"Quimico";0.0100000000;"C56";"CRESOXIM-METÍLICO";"143390890";"SIM";"Mandioquinha-salsa / Batata Baroa";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO - RE Nº 1.380, DE 4 DE MAIO DE 2020";"05/06/2020 00:00:00";;"09/24/2025 00:00:00"
"CRESOXIM-METÍLICO";"Quimico";0.0200000000;"C56";"CRESOXIM-METÍLICO";"143390890";"SIM";"Arroz";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO - RE Nº 3.367, DE 07 DE AGOSTO DE 2009";"08/10/2009 00:00:00";;"09/24/2025 00:00:00"
"CRESOXIM-METÍLICO";"Quimico";0.1000000000;"C56";"CRESOXIM-METÍLICO";"143390890";"SIM";"Batata";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003";"09/02/2003 00:00:00";;"09/24/2025 00:00:00"
"CRESOXIM-METÍLICO";"Quimico";0.0500000000;"C56";"CRESOXIM-METÍLICO";"143390890";"SIM";"Berinjela";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO - RE Nº 4.971, DE 30 DE DEZEMBRO DE 2014";"01/02/2015 00:00:00";;"09/24/2025 00:00:00"
"CRESOXIM-METÍLICO";"Quimico";0.0100000000;"C56";"CRESOXIM-METÍLICO";"143390890";"SIM";"Melancia";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO - RE Nº 4.971, DE 30 DE DEZEMBRO DE 2014";"01/02/2015 00:00:00";;"09/24/2025 00:00:00"
"CRESOXIM-METÍLICO";"Quimico";0.1000000000;"C56";"CRESOXIM-METÍLICO";"143390890";"SIM";"Melão";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003";"09/02/2003 00:00:00";;"09/24/2025 00:00:00"
"CRESOXIM-METÍLICO";"Quimico";1.0000000000;"C56";"CRESOXIM-METÍLICO";"143390890";"SIM";"Morango";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO - RE Nº 4.971, DE 30 DE DEZEMBRO DE 2014";"01/02/2015 00:00:00";"05/05/2020 00:00:00";"09/24/2025 00:00:00"
"CRESOXIM-METÍLICO";"Quimico";0.0500000000;"C56";"CRESOXIM-METÍLICO";"143390890";"SIM";"Pimenta";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO - RE Nº 4.971, DE 30 DE DEZEMBRO DE 2014";"01/02/2015 00:00:00";;"09/24/2025 00:00:00"
"CRESOXIM-METÍLICO";"Quimico";0.0500000000;"C56";"CRESOXIM-METÍLICO";"143390890";"SIM";"Trigo";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO - RE Nº 3.367, DE 07 DE AGOSTO DE 2009";"08/10/2009 00:00:00";;"09/24/2025 00:00:00"
"CRESOXIM-METÍLICO";"Quimico";1.5000000000;"C56";"CRESOXIM-METÍLICO";"143390890";"SIM";"Amora";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO - RE Nº 1.380, DE 4 DE MAIO DE 2020";"05/06/2020 00:00:00";;"09/24/2025 00:00:00"
"BETA-CIPERMETRINA";"Quimico";0.0200000000;"C59";"BETA-CIPERMETRINA";"65731842";"SIM";"Estévia";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO - RE Nº 2.340, DE 17 DE AGOSTO DE 2015";"08/19/2015 00:00:00";"09/18/2019 00:00:00";"09/24/2025 00:00:00"
"ALFA-CIPERMETRINA";"Quimico";0.0100000000;"C58";"ALFA-CIPERMETRINA";"67375308";"SIM";"Batata";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO - RE Nº 5.823, DE 14 DE DEZEMBRO DE 2010";"12/15/2010 00:00:00";"05/27/2018 00:00:00";"09/24/2025 00:00:00"
"BETA-CIPERMETRINA";"Quimico";0.0200000000;"C59";"BETA-CIPERMETRINA";"65731842";"SIM";"Couve";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO - RE Nº 2.340, DE 17 DE AGOSTO DE 2015";"08/19/2015 00:00:00";"05/27/2018 00:00:00";"09/24/2025 00:00:00"
"LAMBDA-CIALOTRINA";"Quimico";1.5000000000;"C63";"LAMBDA-CIALOTRINA";"91465086";"SIM";"Arroz";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN Nº 333, DE 30 DE OUTUBRO DE 2024";"11/01/2024 00:00:00";;"09/24/2025 00:00:00"
"ZETA-CIPERMETRINA";"Quimico";0.0500000000;"C60";"ZETA-CIPERMETRINA";"1315501188";"SIM";"Gengibre";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO RE Nº 1.438, DE 8 DE ABRIL DE 2021";"04/12/2021 00:00:00";;"09/24/2025 00:00:00"
